chart_id	source_id	source_label	target_id	target_label	edge_label	edge_type	confidence	rule_applied	rationale
ecoli_fatty_acid_synthesis	R	Initiation or<br/>Elongation?	S	FabH Beta-Ketoacyl-ACP Synthase III	Initiation	activates	med	2	Rule2 named-factor gate branch enables
ecoli_fatty_acid_synthesis	R	Initiation or<br/>Elongation?	V	FabB/F Beta-Ketoacyl-ACP Synthase I/II	Elongation	activates	med	2	Rule2 named-factor gate branch enables
ecoli_fatty_acid_synthesis	S	FabH Beta-Ketoacyl-ACP Synthase III	T	Condensation		proceeds	med	none	unlabeled process step
ecoli_fatty_acid_synthesis	T	Condensation	U	Acetoacetyl-ACP		proceeds	med	none	unlabeled process step
ecoli_fatty_acid_synthesis	U	Acetoacetyl-ACP	W	FabG Beta-Ketoacyl-ACP Reductase		proceeds	med	none	unlabeled process step
ecoli_fatty_acid_synthesis	V	FabB/F Beta-Ketoacyl-ACP Synthase I/II	AH	Next Condensation		proceeds	med	none	unlabeled process step
ecoli_fatty_acid_synthesis	W	FabG Beta-Ketoacyl-ACP Reductase	X	NADPH Dependent Reduction		proceeds	med	none	unlabeled process step
ecoli_fatty_acid_synthesis	X	NADPH Dependent Reduction	Y	Beta-Hydroxyacyl-ACP		proceeds	med	none	unlabeled process step
ecoli_fatty_acid_synthesis	Y	Beta-Hydroxyacyl-ACP	Z	FabA/Z Beta-Hydroxyacyl-ACP Dehydratase		proceeds	med	none	unlabeled process step
ecoli_fatty_acid_synthesis	Z	FabA/Z Beta-Hydroxyacyl-ACP Dehydratase	AA	Dehydration		proceeds	med	none	unlabeled process step
ecoli_flagellar_assembly	AA	FliK Hook-Length Sensor	AB	Hook Length<br/>~55nm?		proceeds	high	none	process feeds decision gate
ecoli_flagellar_assembly	AB	Hook Length<br/>~55nm?	AC	Continue Hook Export	No	represses	high	2	Rule2 checkpoint outcome No -> represses
ecoli_flagellar_assembly	AC	Continue Hook Export	Y	FlgE Hook Protein Export		proceeds	med	none	unlabeled process step
ecoli_flagellar_assembly	Y	FlgE Hook Protein Export	Z	Hook Length Control		proceeds	med	none	unlabeled process step
ecoli_flagellar_assembly	Z	Hook Length Control	AA	FliK Hook-Length Sensor		proceeds	med	none	unlabeled process step
ecoli_glycolysis	A32	Substrates present?	Wait1	Wait for NAD+	Missing cofactor	activates	high	2	Rule2 checkpoint outcome Missing cofactor -> activates
ecoli_glycolysis	Wait1	Wait for NAD+	A32	Substrates present?		proceeds	high	none	process feeds decision gate
ecoli_heavy_metal_resistance	A21	CusCFBA complex assembly	Wait1	Wait for synthesis	Components missing	activates	high	2	Rule2 checkpoint outcome Components missing -> activates
ecoli_heavy_metal_resistance	A75	ZnuABC complex formation	Wait2	Wait for synthesis	Incomplete	activates	high	2	Rule2 checkpoint outcome Incomplete -> activates
ecoli_heavy_metal_resistance	Wait1	Wait for synthesis	A21	CusCFBA complex assembly		proceeds	high	none	process feeds decision gate
ecoli_heavy_metal_resistance	Wait2	Wait for synthesis	A75	ZnuABC complex formation		proceeds	high	none	process feeds decision gate
ecoli_homologous_recombination	A12	Chi sequence encountered?	A13	Nuclease degradation continues	No Chi: 5'-GCTGGTGG-3'	represses	high	2	Rule2 checkpoint outcome No Chi: 5'-GCTGGTGG-3' -> represses
ecoli_homologous_recombination	A13	Nuclease degradation continues	A15	DNA fully degraded?		proceeds	high	none	process feeds decision gate
ecoli_homologous_recombination	A15	DNA fully degraded?	A12	Chi sequence encountered?	No - keep scanning	represses	high	2	Rule2 checkpoint outcome No - keep scanning -> represses
ecoli_homologous_recombination	A23	RecA available?	Wait1	Wait for RecA	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_homologous_recombination	Wait1	Wait for RecA	A23	RecA available?		proceeds	high	none	process feeds decision gate
ecoli_lambda_switch	B	CI repressor	D	CI activates own PRM		activates	med	none	regulator changes target capacity
ecoli_lambda_switch	B	CI repressor	E	CI represses PR Cro		proceeds	med	none	unlabeled process step
ecoli_lambda_switch	C	Cro repressor	F	Cro represses PRM CI		proceeds	med	none	unlabeled process step
ecoli_lambda_switch	D	CI activates own PRM	B	CI repressor	+	activates	high	1	Rule1 explicit Activates/+ marker
ecoli_lambda_switch	E	CI represses PR Cro	C	Cro repressor	⊣	represses	high	1	Rule1 explicit bar-head inhibition
ecoli_lambda_switch	F	Cro represses PRM CI	B	CI repressor	⊣	represses	high	1	Rule1 explicit bar-head inhibition
ecoli_mal_regulon	AE	malK-lamB-malM Transcription	AF	LamB Maltose Porin		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	AE	malK-lamB-malM Transcription	T	MalK ATPase		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	AF	LamB Maltose Porin	G	LamB Porin		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	ANDGATE1	MalT Active AND<br/>CRP-cAMP Present?	ANDGATE2	MalT-CRP Active AND<br/>MalK-ATP Low?	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_mal_regulon	ANDGATE2	MalT-CRP Active AND<br/>MalK-ATP Low?	Y	MalT Binds Mal Boxes	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_mal_regulon	G	LamB Porin	H	Maltose/Maltodextrin Inside		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	H	Maltose/Maltodextrin Inside	I	Maltotriose Formation		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	I	Maltotriose Formation	J	Maltose/Maltotriose<br/>Present?		proceeds	high	none	process feeds decision gate
ecoli_mal_regulon	J	Maltose/Maltotriose<br/>Present?	O	Maltotriose Binds MalT	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_mal_regulon	O	Maltotriose Binds MalT	P	MalT Conformational Change		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	P	MalT Conformational Change	Q	MalT Active Form		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	Q	MalT Active Form	ANDGATE1	MalT Active AND<br/>CRP-cAMP Present?		proceeds	high	none	process feeds decision gate
ecoli_mal_regulon	T	MalK ATPase	U	ATP Binding		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	U	ATP Binding	V	MalK-ATP Complex		produces	med	none	assembly yields complex/product
ecoli_mal_regulon	V	MalK-ATP Complex	W	MalK Regulatory State		induces	med	none	effector as signal to sensor
ecoli_mal_regulon	W	MalK Regulatory State	X	High MalK-ATP?		proceeds	high	none	process feeds decision gate
ecoli_mal_regulon	X	High MalK-ATP?	ANDGATE2	MalT-CRP Active AND<br/>MalK-ATP Low?	No	represses	high	2	Rule2 checkpoint outcome No -> represses
ecoli_mal_regulon	Y	MalT Binds Mal Boxes	Z	Multiple Operon Activation		proceeds	med	none	unlabeled process step
ecoli_mal_regulon	Z	Multiple Operon Activation	AE	malK-lamB-malM Transcription		proceeds	med	none	unlabeled process step
ecoli_mismatch_repair	AA	Continue Search	Y	Searching for GATC		proceeds	med	none	unlabeled process step
ecoli_mismatch_repair	G	MutS Homodimer Scanning	H	Mismatch Detection?		proceeds	high	none	process feeds decision gate
ecoli_mismatch_repair	H	Mismatch Detection?	I	Continue Scanning	No Mismatch	represses	high	2	Rule2 checkpoint outcome No Mismatch -> represses
ecoli_mismatch_repair	I	Continue Scanning	G	MutS Homodimer Scanning		proceeds	med	none	unlabeled process step
ecoli_mismatch_repair	Y	Searching for GATC	Z	Hemimethylated GATC?		proceeds	high	none	process feeds decision gate
ecoli_mismatch_repair	Z	Hemimethylated GATC?	AA	Continue Search	Not Found	represses	high	2	Rule2 gate outcome Not Found -> represses
ecoli_nucleotide_excision_repair	AV	Gap Filling Ready?	AX	Additional Factors	End Processing Needed	activates	high	2	Rule2 gate outcome End Processing Needed -> activates
ecoli_nucleotide_excision_repair	AX	Additional Factors	BY	Processing Type?		proceeds	high	none	process feeds decision gate
ecoli_nucleotide_excision_repair	BY	Processing Type?	BZ	Exonuclease	3' Block	represses	high	2	Rule2 gate outcome 3' Block -> represses
ecoli_nucleotide_excision_repair	BY	Processing Type?	CA	Endonuclease	5' Block	represses	high	2	Rule2 gate outcome 5' Block -> represses
ecoli_nucleotide_excision_repair	BZ	Exonuclease	AV	Gap Filling Ready?		proceeds	high	none	process feeds decision gate
ecoli_nucleotide_excision_repair	CA	Endonuclease	AV	Gap Filling Ready?		proceeds	high	none	process feeds decision gate
ecoli_nucleotide_excision_repair	O	ATP-Dependent DNA Scanning	P	Damage Detected?		proceeds	high	none	process feeds decision gate
ecoli_nucleotide_excision_repair	P	Damage Detected?	Q	Continue Scanning	No Damage	represses	high	2	Rule2 checkpoint outcome No Damage -> represses
ecoli_nucleotide_excision_repair	P	Damage Detected?	R	UvrB Loading	Potential Damage	activates	high	2	Rule2 gate outcome Potential Damage -> activates
ecoli_nucleotide_excision_repair	Q	Continue Scanning	O	ATP-Dependent DNA Scanning		proceeds	med	none	unlabeled process step
ecoli_nucleotide_excision_repair	R	UvrB Loading	S	UvrB DNA Unwinding		proceeds	med	none	unlabeled process step
ecoli_nucleotide_excision_repair	S	UvrB DNA Unwinding	T	β-Hairpin Insertion		proceeds	med	none	unlabeled process step
ecoli_nucleotide_excision_repair	T	β-Hairpin Insertion	U	Damage Verification?		proceeds	high	none	process feeds decision gate
ecoli_nucleotide_excision_repair	U	Damage Verification?	V	UvrA-UvrB Dissociation	False Positive	represses	high	2	Rule2 checkpoint outcome False Positive -> represses
ecoli_nucleotide_excision_repair	V	UvrA-UvrB Dissociation	O	ATP-Dependent DNA Scanning		proceeds	med	none	unlabeled process step
ecoli_oxidative_stress_response	A42	SoxS activates transcription of ~100 genes	A43	Which SoxS target genes?		produces	high	3	Rule3 expression yields own machinery
ecoli_oxidative_stress_response	A43	Which SoxS target genes?	A44	Manganese superoxide dismutase SodA - O2- to H2O2	sodA	activates	med	2	Rule2 named-factor gate branch enables
ecoli_oxidative_stress_response	A44	Manganese superoxide dismutase SodA - O2- to H2O2	A50	Superoxide detoxification - produces H2O2		proceeds	med	none	unlabeled process step
ecoli_oxidative_stress_response	A50	Superoxide detoxification - produces H2O2	A56	Superoxide eliminated?		proceeds	high	none	process feeds decision gate
ecoli_oxidative_stress_response	A56	Superoxide eliminated?	A58	Maintain SoxRS activity	No - persistent stress	represses	high	2	Rule2 checkpoint outcome No - persistent stress -> represses
ecoli_oxidative_stress_response	A58	Maintain SoxRS activity	A59	Continued SoxS synthesis		proceeds	med	none	unlabeled process step
ecoli_oxidative_stress_response	A59	Continued SoxS synthesis	A60	SoxS half-life very short ~10 min		proceeds	high	none	process feeds decision gate
ecoli_oxidative_stress_response	A60	SoxS half-life very short ~10 min	A61	Continuous transcription needed	Stress persists	activates	high	2	Rule2 gate outcome Stress persists -> activates
ecoli_oxidative_stress_response	A61	Continuous transcription needed	A42	SoxS activates transcription of ~100 genes		proceeds	med	none	unlabeled process step
ecoli_periplasmic_stress	A22	CpxR available?	Wait1	Wait for CpxR	No	activates	high	2	Rule2 checkpoint outcome No -> activates
ecoli_periplasmic_stress	Wait1	Wait for CpxR	A22	CpxR available?		proceeds	high	none	process feeds decision gate
ecoli_pho_regulon	AN	Paradoxical pstS Activation	AO	More PstS Protein		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	ANDGATE2	PhoB-P AND<br/>pstS Pho Box?	AN	Paradoxical pstS Activation	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_pho_regulon	AO	More PstS Protein	D	PstS Periplasmic Binding Protein		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	D	PstS Periplasmic Binding Protein	E	Low Phosphate Binding		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	E	Low Phosphate Binding	F	PstS Conformational Change		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	F	PstS Conformational Change	G	PstCAB Transport Complex		proceeds	med	none	pathway/state advances
ecoli_pho_regulon	G	PstCAB Transport Complex	H	Low Phosphate Transport		proceeds	med	none	pathway/state advances
ecoli_pho_regulon	H	Low Phosphate Transport	I	PstSCAB-PhoR Interaction		proceeds	med	none	pathway/state advances
ecoli_pho_regulon	I	PstSCAB-PhoR Interaction	J	PhoR Sensor Kinase		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	J	PhoR Sensor Kinase	K	Low Phosphate?		proceeds	high	none	process feeds decision gate
ecoli_pho_regulon	K	Low Phosphate?	L	PhoR Kinase Activity	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_pho_regulon	L	PhoR Kinase Activity	M	ATP Binding		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	M	ATP Binding	N	PhoR Autophosphorylation		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	N	PhoR Autophosphorylation	O	PhoR-P Formation		modifies	med	none	covalent modification event
ecoli_pho_regulon	O	PhoR-P Formation	P	Phosphotransfer to PhoB		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	P	Phosphotransfer to PhoB	Q	PhoB-P Active Form		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	Q	PhoB-P Active Form	R	PhoB-P Dimerization		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	R	PhoB-P Dimerization	S	DNA Binding Competent		proceeds	med	none	unlabeled process step
ecoli_pho_regulon	S	DNA Binding Competent	ANDGATE2	PhoB-P AND<br/>pstS Pho Box?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	A	Extracellular Phosphate Pi	B	OR: Pi<br/>Concentration?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	A	Extracellular Phosphate Pi	R	PstS Periplasmic Protein		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AA	Pi Transported	J	Cytoplasmic Pi		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	AB	Intracellular Pi	AC	OR: Pi<br/>Level?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	AC	OR: Pi<br/>Level?	AE	PhoU Free	Low	represses	high	2	Rule2 checkpoint outcome Low -> represses
ecoli_phosphate_transport	AE	PhoU Free	AL	No PhoU Inhibition		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AL	No PhoU Inhibition	AM	PhoR Autophosphorylation		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AM	PhoR Autophosphorylation	AN	PhoR~P Formation		modifies	med	none	covalent modification event
ecoli_phosphate_transport	AN	PhoR~P Formation	AO	Phosphotransfer to PhoB		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AO	Phosphotransfer to PhoB	AP	PhoB~P Active		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AP	PhoB~P Active	AQ	PhoB~P Binds Pho Boxes		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AQ	PhoB~P Binds Pho Boxes	AR	OR: Which PHO<br/>Gene?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	AR	OR: Which PHO<br/>Gene?	AS	High-Affinity Transporter	pstSCAB	activates	med	2	Rule2 named-factor gate branch enables
ecoli_phosphate_transport	AR	OR: Which PHO<br/>Gene?	AT	Alkaline Phosphatase	phoA	activates	med	2	Rule2 named-factor gate branch enables
ecoli_phosphate_transport	AR	OR: Which PHO<br/>Gene?	AU	Glycerol-3-P Transporter	ugpBAEC	activates	med	2	Rule2 named-factor gate branch enables
ecoli_phosphate_transport	AR	OR: Which PHO<br/>Gene?	AV	Phosphonate Utilization	phnCDE	activates	med	2	Rule2 named-factor gate branch enables
ecoli_phosphate_transport	AS	High-Affinity Transporter	M	pstSCAB Operon Expression		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	AT	Alkaline Phosphatase	AW	PhoA Secreted		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AU	Glycerol-3-P Transporter	AZ	Import Glycerol-3-Phosphate		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	AV	Phosphonate Utilization	BC	Phosphonate ABC Transporter		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	AW	PhoA Secreted	AX	Cleaves Organic Phosphates		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AX	Cleaves Organic Phosphates	AY	Pi Released		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AY	Pi Released	A	Extracellular Phosphate Pi		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	AZ	Import Glycerol-3-Phosphate	BA	GlpQ Cleaves G3P		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	B	OR: Pi<br/>Concentration?	C	Sufficient Phosphate	High >20 μM	activates	high	2	Rule2 checkpoint outcome High >20 μM -> activates
ecoli_phosphate_transport	B	OR: Pi<br/>Concentration?	D	Phosphate Starvation	Low <20 μM	represses	high	2	Rule2 checkpoint outcome Low <20 μM -> represses
ecoli_phosphate_transport	BA	GlpQ Cleaves G3P	BB	Glycerol + Pi		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	BB	Glycerol + Pi	J	Cytoplasmic Pi		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	BC	Phosphonate ABC Transporter	BD	C-P Lyase		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	BD	C-P Lyase	BE	Phosphonate → Pi		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	BE	Phosphonate → Pi	J	Cytoplasmic Pi		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	C	Sufficient Phosphate	E	Pit Constitutive Transport		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	D	Phosphate Starvation	K	PHO Regulon Induction		induces	med	none	effector as signal to sensor
ecoli_phosphate_transport	E	Pit Constitutive Transport	F	PitA/B H+ Symporters		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	F	PitA/B H+ Symporters	G	AND: Pi + H+<br/>Gradient?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	G	AND: Pi + H+<br/>Gradient?	I	Pi-H+ Cotransport	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_phosphate_transport	I	Pi-H+ Cotransport	J	Cytoplasmic Pi		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	J	Cytoplasmic Pi	AB	Intracellular Pi		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	K	PHO Regulon Induction	L	PhoR/PhoB Activation		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	L	PhoR/PhoB Activation	M	pstSCAB Operon Expression		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	M	pstSCAB Operon Expression	N	Pst System Components		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	N	Pst System Components	O	AND: PstS + PstCAB<br/>All Present?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	O	AND: PstS + PstCAB<br/>All Present?	Q	Functional Pst Complex	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_phosphate_transport	Q	Functional Pst Complex	R	PstS Periplasmic Protein		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	R	PstS Periplasmic Protein	S	PstS Binds Pi		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	S	PstS Binds Pi	T	PstS-Pi Complex		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	T	PstS-Pi Complex	U	PstS Docks with PstCAB		proceeds	med	none	pathway/state advances
ecoli_phosphate_transport	U	PstS Docks with PstCAB	V	AND: PstA + PstC<br/>Membrane Pore?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	V	AND: PstA + PstC<br/>Membrane Pore?	W	Pi Transfer to Transporter	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_phosphate_transport	W	Pi Transfer to Transporter	X	AND: PstB ATPase<br/>AND ATP?		proceeds	high	none	process feeds decision gate
ecoli_phosphate_transport	X	AND: PstB ATPase<br/>AND ATP?	Y	ATP Hydrolysis	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_phosphate_transport	Y	ATP Hydrolysis	Z	Conformational Change		proceeds	med	none	unlabeled process step
ecoli_phosphate_transport	Z	Conformational Change	AA	Pi Transported		proceeds	med	none	pathway/state advances
ecoli_quorum_sensing	AW	Signal Turnover	AX	Continue QS?		proceeds	high	none	process feeds decision gate
ecoli_quorum_sensing	AX	Continue QS?	E	AI-2 Autoinducer	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_quorum_sensing	E	AI-2 Autoinducer	F	Extracellular AI-2	Exported	UNTYPABLE	low	none	no rubric rule covers label 'Exported'
ecoli_quorum_sensing	F	Extracellular AI-2	G	Population Density?	Accumulates	UNTYPABLE	low	none	no rubric rule covers label 'Accumulates'
ecoli_quorum_sensing	G	Population Density?	I	AI-2 Threshold Reached	High	activates	high	2	Rule2 checkpoint outcome High -> activates
ecoli_quorum_sensing	I	AI-2 Threshold Reached	J	AI-2 Import via Lsr Transport		proceeds	med	none	pathway/state advances
ecoli_quorum_sensing	J	AI-2 Import via Lsr Transport	K	LsrK Kinase		proceeds	med	none	pathway/state advances
ecoli_quorum_sensing	K	LsrK Kinase	L	AI-2-P	Phosphorylates	modifies	med	none	covalent modification event
ecoli_quorum_sensing	L	AI-2-P	M	Regulatory Branch Point?		proceeds	high	none	process feeds decision gate
ecoli_quorum_sensing	M	Regulatory Branch Point?	N	LsrR Repressor Binding	Path 1	activates	high	2	Rule2 gate outcome Path 1 -> activates
ecoli_quorum_sensing	M	Regulatory Branch Point?	O	LsrACDB Operon	Path 2	activates	high	2	Rule2 gate outcome Path 2 -> activates
ecoli_quorum_sensing	N	LsrR Repressor Binding	P	LsrR Inactivation	AI-2-P Binds	represses	med	none	regulator drives inhibitory state
ecoli_quorum_sensing	O	LsrACDB Operon	S	AI-2 Processing & Degradation		proceeds	med	none	unlabeled process step
ecoli_quorum_sensing	P	LsrR Inactivation	Q	Derepression of lsr Operon		proceeds	med	none	unlabeled process step
ecoli_quorum_sensing	Q	Derepression of lsr Operon	R	Positive Feedback Loop		proceeds	med	none	unlabeled process step
ecoli_quorum_sensing	R	Positive Feedback Loop	O	LsrACDB Operon		proceeds	med	none	unlabeled process step
ecoli_quorum_sensing	S	AI-2 Processing & Degradation	AW	Signal Turnover		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	AA	Core RNAP<br/>Available?	ANDGATE1	Core Available AND<br/>Sigma Available?		proceeds	high	none	process feeds decision gate
ecoli_rna_polymerase_recycling	AB	Core-Sigma Association	AD	RNAP Holoenzyme Formation		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	AD	RNAP Holoenzyme Formation	AE	Holoenzyme in Cytoplasm		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	AE	Holoenzyme in Cytoplasm	AJ	Holoenzyme Finds<br/>Promoter?		proceeds	high	none	process feeds decision gate
ecoli_rna_polymerase_recycling	AJ	Holoenzyme Finds<br/>Promoter?	AK	Promoter Recognition	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_rna_polymerase_recycling	AK	Promoter Recognition	AL	Closed Complex Formation		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	AL	Closed Complex Formation	AM	DNA Melting		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	AM	DNA Melting	AN	Open Complex Formation		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	AN	Open Complex Formation	AO	NTPs and<br/>Factors Ready?		proceeds	high	none	process feeds decision gate
ecoli_rna_polymerase_recycling	ANDGATE1	Core Available AND<br/>Sigma Available?	AB	Core-Sigma Association	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_rna_polymerase_recycling	ANDGATE2	Open Complex AND<br/>NTPs Available?	AP	Abortive Initiation Cycles	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_rna_polymerase_recycling	AO	NTPs and<br/>Factors Ready?	ANDGATE2	Open Complex AND<br/>NTPs Available?		proceeds	high	none	process feeds decision gate
ecoli_rna_polymerase_recycling	AP	Abortive Initiation Cycles	AQ	Promoter Clearance		proceeds	med	none	pathway/state advances
ecoli_rna_polymerase_recycling	AQ	Promoter Clearance	AR	Sigma Release		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	AR	Sigma Release	AU	Sigma Returns to Pool		produces	med	none	material production/appearance
ecoli_rna_polymerase_recycling	AU	Sigma Returns to Pool	R	Sigma Factor Pool		proceeds	med	none	unlabeled process step
ecoli_rna_polymerase_recycling	R	Sigma Factor Pool	S	Which Sigma<br/>Factor?		proceeds	high	none	process feeds decision gate
ecoli_rna_polymerase_recycling	S	Which Sigma<br/>Factor?	T	Sigma-70 Available	σ70	activates	high	2	Rule2 gate outcome σ70 -> activates
ecoli_rna_polymerase_recycling	T	Sigma-70 Available	X	Anti-Sigma<br/>Present?		proceeds	high	none	process feeds decision gate
ecoli_rna_polymerase_recycling	X	Anti-Sigma<br/>Present?	Y	Free Sigma-70	No	represses	high	2	Rule2 checkpoint outcome No -> represses
ecoli_rna_polymerase_recycling	Y	Free Sigma-70	AA	Core RNAP<br/>Available?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AI	Competition for Core	AK	Which Sigma<br/>Wins?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AK	Which Sigma<br/>Wins?	AL	Dominant Sigma Binds	Highest Affinity	activates	high	2	Rule2 gate outcome Highest Affinity -> activates
ecoli_sigma_factor_competition	AL	Dominant Sigma Binds	AM	Which Sigma<br/>Bound?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AM	Which Sigma<br/>Bound?	AN	σ70-RNAP Holoenzyme	σ70	activates	high	2	Rule2 gate outcome σ70 -> activates
ecoli_sigma_factor_competition	AM	Which Sigma<br/>Bound?	AO	σ38-RNAP Holoenzyme	σ38	activates	high	2	Rule2 gate outcome σ38 -> activates
ecoli_sigma_factor_competition	AM	Which Sigma<br/>Bound?	AP	σ32-RNAP Holoenzyme	σ32	activates	high	2	Rule2 gate outcome σ32 -> activates
ecoli_sigma_factor_competition	AM	Which Sigma<br/>Bound?	AQ	σ54-RNAP Holoenzyme	σ54	activates	high	2	Rule2 gate outcome σ54 -> activates
ecoli_sigma_factor_competition	AM	Which Sigma<br/>Bound?	AR	σ24-RNAP Holoenzyme	σ24	activates	high	2	Rule2 gate outcome σ24 -> activates
ecoli_sigma_factor_competition	AM	Which Sigma<br/>Bound?	AS	σ19-RNAP Holoenzyme	σ19	activates	high	2	Rule2 gate outcome σ19 -> activates
ecoli_sigma_factor_competition	AN	σ70-RNAP Holoenzyme	AT	Housekeeping Promoters		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	ANDGATE1	Holoenzyme AND<br/>Cognate Promoter?	BA	Open Complex Formation	Yes	activates	high	2	Rule2 checkpoint outcome Yes -> activates
ecoli_sigma_factor_competition	AO	σ38-RNAP Holoenzyme	AU	Stationary Phase Promoters		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	AP	σ32-RNAP Holoenzyme	AV	Heat Shock Promoters		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	AQ	σ54-RNAP Holoenzyme	AW	Nitrogen-Regulated Promoters		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	AR	σ24-RNAP Holoenzyme	AX	Envelope Stress Promoters		proceeds	med	none	unlabeled process step
ecoli_sigma_factor_competition	AS	σ19-RNAP Holoenzyme	AY	Iron Transport Promoters		proceeds	med	none	pathway/state advances
ecoli_sigma_factor_competition	AT	Housekeeping Promoters	AZ	Promoter<br/>Recognition?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AU	Stationary Phase Promoters	AZ	Promoter<br/>Recognition?		proceeds	high	none	process feeds decision gate
ecoli_sigma_factor_competition	AV	Heat Shock Promoters	AZ	Promoter<br/>Recognition?		proceeds	high	none	process feeds decision gate
