chart_id	stored_title	stored_authors	checked_field	checked_value	flag	resolved_paper_id	resolved_title	title_similarity	has_abstract
ecoli_e._coli_osmotic_stress_response	Ubiquinone accumulation improves osmotic-stress tolerance in Escherichia coli.	Sévin DC	doi	10.1038/nchembio.1437	OK	pubmed_24509820	Ubiquinone accumulation improves osmotic-stress tolerance in Escherichia coli.	1.0	True
ecoli_e._coli_osmotic_stress_response	Ubiquinone accumulation improves osmotic-stress tolerance in Escherichia coli.	Sévin DC	pmid	24509820	OK	pubmed_24509820	Ubiquinone accumulation improves osmotic-stress tolerance in Escherichia coli.	1.0	True
ecoli_e._coli_osmotic_stress_response	CosR Is a Global Regulator of the Osmotic Stress Response with Widespread Distribution among Bacteria.	Gregory GJ	doi	10.1128/AEM.00120-20	NOT_FOUND				
ecoli_e._coli_osmotic_stress_response	CosR Is a Global Regulator of the Osmotic Stress Response with Widespread Distribution among Bacteria.	Gregory GJ	pmid	32169942	OK	pubmed_32169942	CosR Is a Global Regulator of the Osmotic Stress Response with Widespread Distribution among Bacteria.	1.0	True
ecoli_e._coli_stringent_response	The Stringent Response Inhibits DNA Replication Initiation in E. coli by Modulating Supercoiling of oriC.	Kraemer JA	doi	10.1128/mBio.01330-19	NOT_FOUND				
ecoli_e._coli_stringent_response	The Stringent Response Inhibits DNA Replication Initiation in E. coli by Modulating Supercoiling of oriC.	Kraemer JA	pmid	31266875	OK	pubmed_31266875	The Stringent Response Inhibits DNA Replication Initiation in E. coli by Modulating Supercoiling of <i>oriC</i>.	0.981	True
ecoli_e._coli_stringent_response	Ribosome•RelA structures reveal the mechanism of stringent response activation.	Loveland AB	doi	pii: e17029. 10.7554/eLife.17029	NOT_FOUND				
ecoli_e._coli_stringent_response	Ribosome•RelA structures reveal the mechanism of stringent response activation.	Loveland AB	pmid	27434674	OK	pubmed_27434674	Ribosome•RelA structures reveal the mechanism of stringent response activation.	1.0	True
ecoli_e._coli_stringent_response	Nitrogen stress response and stringent response are coupled in Escherichia coli.	Brown DR	doi	10.1038/ncomms5115	OK	pubmed_24947454	Nitrogen stress response and stringent response are coupled in Escherichia coli.	1.0	True
ecoli_e._coli_stringent_response	Nitrogen stress response and stringent response are coupled in Escherichia coli.	Brown DR	pmid	24947454	OK	pubmed_24947454	Nitrogen stress response and stringent response are coupled in Escherichia coli.	1.0	True
ecoli_e._coli_stringent_response	Stringent Response Regulators Contribute to Recovery from Glucose Phosphate Stress in Escherichia coli.	Kessler JR	doi	10.1128/AEM.01636-17	NOT_FOUND				
ecoli_e._coli_stringent_response	Stringent Response Regulators Contribute to Recovery from Glucose Phosphate Stress in Escherichia coli.	Kessler JR	pmid	28986375	OK	pubmed_28986375	Stringent Response Regulators Contribute to Recovery from Glucose Phosphate Stress in Escherichia coli.	1.0	True
ecoli_e._coli_two_component_signaling	Two-component signal transduction.	Stock AM, Robinson VL, Goudreau PN	doi	10.1146/annurev.biochem.69.1.183	OK	pubmed_10966457	Two-component signal transduction.	1.0	True
ecoli_e._coli_two_component_signaling	Two-component signal transduction.	Stock AM, Robinson VL, Goudreau PN	pmid	10966457	OK	pubmed_10966457	Two-component signal transduction.	1.0	True
ecoli_envelope_stress_response	Envelope-Stress Sensing Mechanism of Rcs and Cpx Signaling Pathways in Gram-Negative Bacteria.	Cho SH	doi	10.1007/s12275-023-00030-y	OK	pubmed_36892778	Envelope-Stress Sensing Mechanism of Rcs and Cpx Signaling Pathways in Gram-Negative Bacteria.	1.0	True
ecoli_envelope_stress_response	Envelope-Stress Sensing Mechanism of Rcs and Cpx Signaling Pathways in Gram-Negative Bacteria.	Cho SH	pmid	36892778	OK	pubmed_36892778	Envelope-Stress Sensing Mechanism of Rcs and Cpx Signaling Pathways in Gram-Negative Bacteria.	1.0	True
ecoli_envelope_stress_response	Loss of cardiolipin and porins bypasses the essentiality of the sigma E cell envelope stress response in Escherichia coli.	Yang Z	doi	10.1128/mbio.01613-25	OK	pubmed_40823832	Loss of cardiolipin and porins bypasses the essentiality of the sigma E cell envelope stress response in <i>Escherichia coli</i>.	0.984	True
ecoli_envelope_stress_response	Loss of cardiolipin and porins bypasses the essentiality of the sigma E cell envelope stress response in Escherichia coli.	Yang Z	pmid	40823832	OK	pubmed_40823832	Loss of cardiolipin and porins bypasses the essentiality of the sigma E cell envelope stress response in <i>Escherichia coli</i>.	0.984	True
ecoli_envelope_stress_response	Small regulatory bacterial RNAs regulating the envelope stress response.	Klein G	doi	10.1042/BST20160367	NOT_FOUND				
ecoli_envelope_stress_response	Small regulatory bacterial RNAs regulating the envelope stress response.	Klein G	pmid	28408482	OK	pubmed_28408482	Small regulatory bacterial RNAs regulating the envelope stress response.	1.0	True
ecoli_envelope_stress_response	Polymyxin causes cell envelope remodelling and stress responses in mcr-1-harbouring Escherichia coli.	Nang SC	doi	10.1016/j.ijantimicag.2021.106505	OK	pubmed_34954369	Polymyxin causes cell envelope remodelling and stress responses in mcr-1-harbouring Escherichia coli.	1.0	True
ecoli_envelope_stress_response	Polymyxin causes cell envelope remodelling and stress responses in mcr-1-harbouring Escherichia coli.	Nang SC	pmid	34954369	OK	pubmed_34954369	Polymyxin causes cell envelope remodelling and stress responses in mcr-1-harbouring Escherichia coli.	1.0	True
ecoli_fatty_acid_degradation	Two-Carbon Compounds and Fatty Acids as Carbon Sources.	Clark DP, Cronan JE	doi	10.1128/ecosalplus.3.4.4	OK	pubmed_26443509	Two-Carbon Compounds and Fatty Acids as Carbon Sources.	1.0	True
ecoli_fatty_acid_degradation	Two-Carbon Compounds and Fatty Acids as Carbon Sources.	Clark DP, Cronan JE	pmid	26443509	OK	pubmed_26443509	Two-Carbon Compounds and Fatty Acids as Carbon Sources.	1.0	True
ecoli_fatty_acid_synthesis	Forty years of bacterial fatty acid synthesis	Rock CO, Jackowski S	doi	10.1006/bbrc.2001.2022	NO_ABSTRACT	pubmed_11969206	Forty years of bacterial fatty acid synthesis.	1.0	False
ecoli_fatty_acid_synthesis	Forty years of bacterial fatty acid synthesis	Rock CO, Jackowski S	pmid	11969206	NO_ABSTRACT	pubmed_11969206	Forty years of bacterial fatty acid synthesis.	1.0	False
ecoli_fatty_acid_synthesis	The structural biology of type II fatty acid biosynthesis	White SW, Zheng J, Zhang YM, Rock CO	doi	10.1146/annurev.biochem.74.082803.133524	OK	pubmed_15952903	The structural biology of type II fatty acid biosynthesis.	1.0	True
ecoli_fatty_acid_synthesis	The structural biology of type II fatty acid biosynthesis	White SW, Zheng J, Zhang YM, Rock CO	pmid	15952903	OK	pubmed_15952903	The structural biology of type II fatty acid biosynthesis.	1.0	True
ecoli_fatty_acid_synthesis	Bacterial lipids: metabolism and membrane homeostasis	Parsons JB, Rock CO	doi	10.1016/j.plipres.2013.02.002	OK	pubmed_23500459	Bacterial lipids: metabolism and membrane homeostasis.	1.0	True
ecoli_fatty_acid_synthesis	Bacterial lipids: metabolism and membrane homeostasis	Parsons JB, Rock CO	pmid	23500459	OK	pubmed_23500459	Bacterial lipids: metabolism and membrane homeostasis.	1.0	True
ecoli_fatty_acid_synthesis	Regulation of fatty acid elongation and initiation by acyl-acyl carrier protein in Escherichia coli	Heath RJ, Rock CO	doi	10.1074/jbc.271.4.1833	OK	pubmed_8567624	Regulation of fatty acid elongation and initiation by acyl-acyl carrier protein in Escherichia coli.	1.0	True
ecoli_fatty_acid_synthesis	Regulation of fatty acid elongation and initiation by acyl-acyl carrier protein in Escherichia coli	Heath RJ, Rock CO	pmid	8567624	OK	pubmed_8567624	Regulation of fatty acid elongation and initiation by acyl-acyl carrier protein in Escherichia coli.	1.0	True
ecoli_flagellar_assembly	Coupling of flagellar gene expression to flagellar assembly in Salmonella enterica serovar typhimurium and Escherichia coli	Chilcott GS, Hughes KT	doi	10.1128/mmbr.64.4.694-708.2000	OK	pubmed_11104815	Coupling of flagellar gene expression to flagellar assembly in Salmonella enterica serovar typhimurium and Escherichia coli.	1.0	True
ecoli_flagellar_assembly	Coupling of flagellar gene expression to flagellar assembly in Salmonella enterica serovar typhimurium and Escherichia coli	Chilcott GS, Hughes KT	pmid	11104815	OK	pubmed_11104815	Coupling of flagellar gene expression to flagellar assembly in Salmonella enterica serovar typhimurium and Escherichia coli.	1.0	True
ecoli_flagellar_assembly	How bacteria assemble flagella	Macnab RM	doi	10.1146/annurev.micro.57.030502.090832	OK	pubmed_12730325	How bacteria assemble flagella.	1.0	True
ecoli_flagellar_assembly	How bacteria assemble flagella	Macnab RM	pmid	12730325	OK	pubmed_12730325	How bacteria assemble flagella.	1.0	True
ecoli_flagellar_assembly	Molecular motors of the bacterial flagella.	Minamino T, Imada K, Namba K	doi	10.1016/j.sbi.2008.09.006	NO_ABSTRACT	crossref_10.1016_j.sbi.2008.09.006	Molecular motors of the bacterial flagella	1.0	False
ecoli_flagellar_assembly	Molecular motors of the bacterial flagella.	Minamino T, Imada K, Namba K	pmid	18848888	OK	pubmed_18848888	Molecular motors of the bacterial flagella.	1.0	True
ecoli_flagellar_assembly	Bacterial nanomachines: the flagellum and type III injectisome	Erhardt M, Namba K, Hughes KT	doi	10.1101/cshperspect.a000299	OK	pubmed_20926516	Bacterial nanomachines: the flagellum and type III injectisome.	1.0	True
ecoli_flagellar_assembly	Bacterial nanomachines: the flagellum and type III injectisome	Erhardt M, Namba K, Hughes KT	pmid	20926516	OK	pubmed_20926516	Bacterial nanomachines: the flagellum and type III injectisome.	1.0	True
ecoli_flhdc_flagellar	Ordering genes in a flagella pathway by analysis of expression kinetics from living bacteria	Kalir S, McClure J, Pabbaraju K, et al.	doi	10.1126/science.1058758	OK	pubmed_11408658	Ordering genes in a flagella pathway by analysis of expression kinetics from living bacteria.	1.0	True
ecoli_flhdc_flagellar	Ordering genes in a flagella pathway by analysis of expression kinetics from living bacteria	Kalir S, McClure J, Pabbaraju K, et al.	pmid	11408658	OK	pubmed_11408658	Ordering genes in a flagella pathway by analysis of expression kinetics from living bacteria.	1.0	True
ecoli_flhdc_flagellar	Coordinating assembly of a bacterial macromolecular machine	Chevance FFV, Hughes KT	doi	10.1038/nrmicro1887	OK	pubmed_18483484	Coordinating assembly of a bacterial macromolecular machine.	1.0	True
ecoli_flhdc_flagellar	Coordinating assembly of a bacterial macromolecular machine	Chevance FFV, Hughes KT	pmid	18483484	OK	pubmed_18483484	Coordinating assembly of a bacterial macromolecular machine.	1.0	True
ecoli_glycolysis	Glycolysis	Berg JM, Tymoczko JL, Stryer L	doi	N/A	NOT_FOUND				
ecoli_glycolysis	Glycolysis	Berg JM, Tymoczko JL, Stryer L	pmid	N/A	NOT_FOUND				
ecoli_glycolysis	Phosphoenolpyruvate:carbohydrate phosphotransferase systems of bacteria.	Postma PW, Lengeler JW, Jacobson GR	doi	10.1128/mr.57.3.543-594.1993	OK	crossref_10.1128_mr.57.3.543-594.1993	Phosphoenolpyruvate:carbohydrate phosphotransferase systems of bacteria	1.0	True
ecoli_glycolysis	Phosphoenolpyruvate:carbohydrate phosphotransferase systems of bacteria.	Postma PW, Lengeler JW, Jacobson GR	pmid	8246840	OK	pubmed_8246840	Phosphoenolpyruvate:carbohydrate phosphotransferase systems of bacteria.	1.0	True
ecoli_glycolysis	Allosteric regulation of phosphofructokinase from Escherichia coli	Blangy D, Buc H, Monod J	doi	10.1016/0022-2836(68)90398-3	TITLE_MISMATCH	pubmed_4298072	An adenosine 3',5'-monophosphate-dependant protein kinase from rabbit skeletal muscle.	0.43	False
ecoli_glycolysis	Allosteric regulation of phosphofructokinase from Escherichia coli	Blangy D, Buc H, Monod J	pmid	4298072	TITLE_MISMATCH	pubmed_4298072	An adenosine 3',5'-monophosphate-dependant protein kinase from rabbit skeletal muscle.	0.43	False
ecoli_glycolysis	Mixed-acid fermentation in Escherichia coli	Clark DP	doi	10.1111/j.1574-6968.1989.tb03709.x	TITLE_MISMATCH	pubmed_2699410	Ceftazidime in the treatment of acute severe infections in children and adults.	0.43	False
ecoli_glycolysis	Mixed-acid fermentation in Escherichia coli	Clark DP	pmid	2699410	TITLE_MISMATCH	pubmed_2699410	Ceftazidime in the treatment of acute severe infections in children and adults.	0.43	False
ecoli_heat_shock_response	Regulation of the heat-shock response in bacteria	Yura T, Nagai H, Mori H	doi	10.1146/annurev.mi.47.100193.001541	OK	pubmed_7504905	Regulation of the heat-shock response in bacteria.	1.0	True
ecoli_heat_shock_response	Regulation of the heat-shock response in bacteria	Yura T, Nagai H, Mori H	pmid	7504905	OK	pubmed_7504905	Regulation of the heat-shock response in bacteria.	1.0	True
ecoli_heat_shock_response	Hsp70 chaperones: cellular functions and molecular mechanism	Mayer MP, Bukau B	doi	10.1007/s00018-004-4464-6	OK	pubmed_15770419	Hsp70 chaperones: cellular functions and molecular mechanism.	1.0	True
ecoli_heat_shock_response	Hsp70 chaperones: cellular functions and molecular mechanism	Mayer MP, Bukau B	pmid	15770419	OK	pubmed_15770419	Hsp70 chaperones: cellular functions and molecular mechanism.	1.0	True
ecoli_heat_shock_response	The GroEL-GroES chaperonin machine: a nano-cage for protein folding	Hayer-Hartl M, Bracher A, Hartl FU	doi	10.1016/j.tibs.2015.07.009	OK	pubmed_26422689	The GroEL-GroES Chaperonin Machine: A Nano-Cage for Protein Folding.	1.0	True
ecoli_heat_shock_response	The GroEL-GroES chaperonin machine: a nano-cage for protein folding	Hayer-Hartl M, Bracher A, Hartl FU	pmid	26422689	OK	pubmed_26422689	The GroEL-GroES Chaperonin Machine: A Nano-Cage for Protein Folding.	1.0	True
ecoli_heat_shock_response	Convergence of molecular, modeling, and systems approaches for an understanding of the Escherichia coli heat shock response	Guisbert E, Yura T, Rhodius VA, Gross CA	doi	10.1128/mmbr.00007-08	OK	pubmed_18772288	Convergence of molecular, modeling, and systems approaches for an understanding of the Escherichia coli heat shock response.	1.0	True
ecoli_heat_shock_response	Convergence of molecular, modeling, and systems approaches for an understanding of the Escherichia coli heat shock response	Guisbert E, Yura T, Rhodius VA, Gross CA	pmid	18772288	OK	pubmed_18772288	Convergence of molecular, modeling, and systems approaches for an understanding of the Escherichia coli heat shock response.	1.0	True
ecoli_heavy_metal_resistance	Molecular analysis of the copper-transporting efflux system CusCFBA of Escherichia coli.	Franke S, Grass G, Rensing C, Nies DH	doi	10.1128/jb.185.13.3804-3812.2003	OK	pubmed_12813074	Molecular analysis of the copper-transporting efflux system CusCFBA of Escherichia coli.	1.0	True
ecoli_heavy_metal_resistance	Molecular analysis of the copper-transporting efflux system CusCFBA of Escherichia coli.	Franke S, Grass G, Rensing C, Nies DH	pmid	12813074	OK	pubmed_12813074	Molecular analysis of the copper-transporting efflux system CusCFBA of Escherichia coli.	1.0	True
ecoli_heavy_metal_resistance	ZntR-mediated transcriptional induction of zntA upon zinc excess in Escherichia coli	Brocklehurst KR, Hobman JL, Lawley B, Blank L, Marshall SJ, Brown NL, Morby AP	doi	10.1046/j.1365-2958.1999.01459.x	TITLE_MISMATCH	crossref_10.1046_j.1365-2958.1999.01459.x	Type IV pili of pathogenic <i>Neisseriae</i> elicit cortical plaque formation in epithelial cells	0.326	True
ecoli_heavy_metal_resistance	ZntR-mediated transcriptional induction of zntA upon zinc excess in Escherichia coli	Brocklehurst KR, Hobman JL, Lawley B, Blank L, Marshall SJ, Brown NL, Morby AP	pmid	10383764	TITLE_MISMATCH	pubmed_10383764	Dimerization of the Agrobacterium tumefaciens VirB4 ATPase and the effect of ATP-binding cassette mutations on the assembly and function of the T-DNA transporter.	0.245	True
ecoli_heavy_metal_resistance	The Escherichia coli Zur regulates ZnuABC zinc import	Patzer SI, Hantke K	doi	10.1128/jb.180.3.680-689.1998	TITLE_MISMATCH	crossref_10.1128_jb.180.3.680-689.1998	"Archaeal Binding Protein-Dependent ABC Transporter: Molecular and Biochemical Analysis of the Trehalose/Maltose Transport System of the Hyperthermophilic Archaeon
            <i>Thermococcus litoralis</i>"	0.124	True
ecoli_heavy_metal_resistance	The Escherichia coli Zur regulates ZnuABC zinc import	Patzer SI, Hantke K	pmid	9422595	TITLE_MISMATCH	pubmed_9422595	RimM and RbfA are essential for efficient processing of 16S rRNA in Escherichia coli.	0.277	True
ecoli_heavy_metal_resistance	CopA: An Escherichia coli Cu(I)-translocating P-type ATPase	Rensing C, Fan B, Sharma R, Mitra B, Rosen BP	doi	10.1073/pnas.97.2.652	OK	crossref_10.1073_pnas.97.2.652	"CopA: An
                    <i>Escherichia coli</i>
                    Cu(I)-translocating P-type ATPase"	0.966	True
ecoli_heavy_metal_resistance	CopA: An Escherichia coli Cu(I)-translocating P-type ATPase	Rensing C, Fan B, Sharma R, Mitra B, Rosen BP	pmid	10716729	TITLE_MISMATCH	pubmed_10716729	Lipid rafts function in biosynthetic delivery of proteins to the cell surface in yeast.	0.308	True
ecoli_homologous_recombination	Recombinational DNA repair in bacteria and the RecBCD pathway	Dillingham MS, Kowalczykowski SC	doi	10.1128/MMBR.00020-07	NOT_FOUND				
ecoli_homologous_recombination	Recombinational DNA repair in bacteria and the RecBCD pathway	Dillingham MS, Kowalczykowski SC	pmid	18322035	TITLE_MISMATCH	pubmed_18322035	Molecular control of bacterial death and lysis.	0.411	True
ecoli_homologous_recombination	RecA protein filament structure and DNA strand exchange	Chen Z, Yang H, Pavletich NP	doi	10.1038/nature07003	TITLE_MISMATCH	crossref_10.1038_nature07003	Analysis of a spatial orientation memory in Drosophila	0.22	False
ecoli_homologous_recombination	RecA protein filament structure and DNA strand exchange	Chen Z, Yang H, Pavletich NP	pmid	18497818	TITLE_MISMATCH	pubmed_18497818	Mechanism of homologous recombination from the RecA-ssDNA/dsDNA structures.	0.295	True
ecoli_homologous_recombination	Identification of four acidic amino acids that constitute the catalytic center of the RuvC Holliday junction resolvase.	Saito A, Iwasaki H, Ariyoshi M, Morikawa K, Shinagawa H	doi	10.1073/pnas.92.16.7470	OK	pubmed_7638215	Identification of four acidic amino acids that constitute the catalytic center of the RuvC Holliday junction resolvase.	1.0	True
ecoli_homologous_recombination	Identification of four acidic amino acids that constitute the catalytic center of the RuvC Holliday junction resolvase.	Saito A, Iwasaki H, Ariyoshi M, Morikawa K, Shinagawa H	pmid	7638215	OK	pubmed_7638215	Identification of four acidic amino acids that constitute the catalytic center of the RuvC Holliday junction resolvase.	1.0	True
ecoli_homologous_recombination	How RecBCD enzyme and Chi promote DNA break repair and recombination: a molecular biologist's view.	Smith GR	doi	10.1128/mmbr.05026-11	OK	pubmed_22688812	How RecBCD enzyme and Chi promote DNA break repair and recombination: a molecular biologist's view.	1.0	True
ecoli_homologous_recombination	How RecBCD enzyme and Chi promote DNA break repair and recombination: a molecular biologist's view.	Smith GR	pmid	22688812	OK	pubmed_22688812	How RecBCD enzyme and Chi promote DNA break repair and recombination: a molecular biologist's view.	1.0	True
ecoli_iron_homeostasis	Bacterial iron homeostasis.	Andrews SC	pmid	12829269	OK	pubmed_12829269	Bacterial iron homeostasis.	1.0	True
ecoli_iron_homeostasis	Iron Homeostasis Regulates the Genotoxicity of Escherichia coli That Produces Colibactin.	Tronnet S	pmid	27620723	OK	pubmed_27620723	Iron Homeostasis Regulates the Genotoxicity of Escherichia coli That Produces Colibactin.	1.0	True
ecoli_iron_homeostasis	Increasing dissolved-oxygen disrupts iron homeostasis in production cultures of Escherichia coli.	Baez A	doi	10.1007/s10482-016-0781-7	OK	pubmed_27757702	Increasing dissolved-oxygen disrupts iron homeostasis in production cultures of Escherichia coli.	1.0	True
ecoli_iron_homeostasis	Increasing dissolved-oxygen disrupts iron homeostasis in production cultures of Escherichia coli.	Baez A	pmid	27757702	OK	pubmed_27757702	Increasing dissolved-oxygen disrupts iron homeostasis in production cultures of Escherichia coli.	1.0	True
ecoli_iron_homeostasis	Global iron-dependent gene regulation in Escherichia coli. A new mechanism for iron homeostasis.	McHugh JP	pmid	12746439	OK	pubmed_12746439	Global iron-dependent gene regulation in Escherichia coli. A new mechanism for iron homeostasis.	1.0	True
ecoli_lac_operon	RegulonDB				NO_IDENTIFIERS				
ecoli_lac_operon	Genetic regulatory mechanisms in the synthesis of proteins	Jacob F, Monod J	doi	10.1016/S0022-2836(61)80072-7	NOT_FOUND				
ecoli_lac_operon	Genetic regulatory mechanisms in the synthesis of proteins	Jacob F, Monod J	pmid	13718526	OK	pubmed_13718526	Genetic regulatory mechanisms in the synthesis of proteins.	1.0	True
ecoli_lac_operon	The lactose operon	Müller-Hill B			NO_IDENTIFIERS				
ecoli_lac_operon	Indirect readout of DNA sequence at the primary-kink site in the CAP-DNA complex: recognition of pyrimidine-purine and purine-purine steps	Napoli AA, Lawson CL, Ebright RH, Berman HM	doi	10.1016/j.jmb.2005.12.051	OK	pubmed_16427082	Indirect readout of DNA sequence at the primary-kink site in the CAP-DNA complex: recognition of pyrimidine-purine and purine-purine steps.	1.0	True
ecoli_lac_operon	Indirect readout of DNA sequence at the primary-kink site in the CAP-DNA complex: recognition of pyrimidine-purine and purine-purine steps	Napoli AA, Lawson CL, Ebright RH, Berman HM	pmid	16427082	OK	pubmed_16427082	Indirect readout of DNA sequence at the primary-kink site in the CAP-DNA complex: recognition of pyrimidine-purine and purine-purine steps.	1.0	True
ecoli_lac_operon	Allostery in the LacI/GalR family: variations on a theme	Swint-Kruse L, Matthews KS	doi	10.1016/j.mib.2009.01.009	OK	pubmed_19269243	Allostery in the LacI/GalR family: variations on a theme.	1.0	True
ecoli_lac_operon	Allostery in the LacI/GalR family: variations on a theme	Swint-Kruse L, Matthews KS	pmid	19269243	OK	pubmed_19269243	Allostery in the LacI/GalR family: variations on a theme.	1.0	True
ecoli_lambda_switch	A Genetic Switch: Phage Lambda Revisited (3rd ed.)	Ptashne M			NO_IDENTIFIERS				
ecoli_lambda_switch	Stochastic kinetic analysis of developmental pathway bifurcation in phage lambda-infected Escherichia coli cells	Arkin A, Ross J, McAdams HH	doi	10.1093/genetics/149.4.1633	OK	pubmed_9691025	Stochastic kinetic analysis of developmental pathway bifurcation in phage lambda-infected Escherichia coli cells.	1.0	True
ecoli_lambda_switch	Stochastic kinetic analysis of developmental pathway bifurcation in phage lambda-infected Escherichia coli cells	Arkin A, Ross J, McAdams HH	pmid	9691025	OK	pubmed_9691025	Stochastic kinetic analysis of developmental pathway bifurcation in phage lambda-infected Escherichia coli cells.	1.0	True
ecoli_mal_regulon	The maltose system	Boos W, Shuman H			NO_IDENTIFIERS				
ecoli_mal_regulon	Regulation of the maltose regulon in Escherichia coli	Raibaud O, Schwartz M	pmid	6387427	NO_ABSTRACT	pubmed_6387427	The respiratory chains of Escherichia coli.	0.568	False
ecoli_mal_regulon	The MalT-dependent transcriptional activation of the maltose regulon	Richet E, Vidal-Ingigliardi D, Raibaud O	doi	10.1111/j.1365-2958.1991.tb01893.x	TITLE_MISMATCH	pubmed_1956296	Genetic and biochemical analysis of the aspartokinase from Corynebacterium glutamicum.	0.366	True
ecoli_mal_regulon	The MalT-dependent transcriptional activation of the maltose regulon	Richet E, Vidal-Ingigliardi D, Raibaud O	pmid	1956296	TITLE_MISMATCH	pubmed_1956296	Genetic and biochemical analysis of the aspartokinase from Corynebacterium glutamicum.	0.366	True
ecoli_mal_regulon	ATP-dependent regulation of maltose transport in Escherichia coli	Dippel R, Boos W			NO_IDENTIFIERS				
ecoli_mismatch_repair	Mismatch repair in replication fidelity, genetic recombination, and cancer biology	Kunkel TA, Erie DA	doi	10.1146/annurev.biochem.74.082803.133243	TITLE_MISMATCH	pubmed_15952900	DNA mismatch repair.	0.303	True
ecoli_mismatch_repair	Mismatch repair in replication fidelity, genetic recombination, and cancer biology	Kunkel TA, Erie DA	pmid	15952900	TITLE_MISMATCH	pubmed_15952900	DNA mismatch repair.	0.303	True
ecoli_mismatch_repair	Mechanism of mismatch recognition revealed by human MutSβ bound to unpaired DNA loops	Warren JJ, et al	doi	10.1016/j.molcel.2007.04.018	TITLE_MISMATCH	pubmed_17531815	Structure of the human MutSalpha DNA lesion recognition complex.	0.327	True
ecoli_mismatch_repair	Mechanism of mismatch recognition revealed by human MutSβ bound to unpaired DNA loops	Warren JJ, et al	pmid	17531815	TITLE_MISMATCH	pubmed_17531815	Structure of the human MutSalpha DNA lesion recognition complex.	0.327	True
ecoli_mismatch_repair	Mismatch repair proteins MutS and MutL: jack of all trades?	Jiricny J			NO_IDENTIFIERS				
ecoli_mismatch_repair	Bacterial methyl-directed DNA mismatch repair	Modrich P, Lahue R	doi	10.1146/annurev.bi.65.070196.000533	TITLE_MISMATCH	pubmed_8811176	Mismatch repair in replication fidelity, genetic recombination, and cancer biology.	0.24	True
ecoli_mismatch_repair	Bacterial methyl-directed DNA mismatch repair	Modrich P, Lahue R	pmid	8811176	TITLE_MISMATCH	pubmed_8811176	Mismatch repair in replication fidelity, genetic recombination, and cancer biology.	0.24	True
ecoli_nitrogen_assimilation	Nitrogen regulation in bacteria and archaea.	Leigh JA, Dodsworth JA	doi	10.1146/annurev.micro.61.080706.093409	OK	crossref_10.1146_annurev.micro.61.080706.093409	Nitrogen Regulation in Bacteria and Archaea	1.0	True
ecoli_nitrogen_assimilation	Nitrogen regulation in bacteria and archaea.	Leigh JA, Dodsworth JA	pmid	17506680	OK	pubmed_17506680	Nitrogen regulation in bacteria and archaea.	1.0	True
ecoli_nitrogen_assimilation	The Ntr signal transduction system	Ninfa AJ, Jiang P	doi	10.1016/j.mib.2005.02.011	TITLE_MISMATCH	crossref_10.1016_j.mib.2005.02.011	PII signal transduction proteins: sensors of α-ketoglutarate that regulate nitrogen metabolism	0.384	False
ecoli_nitrogen_assimilation	The Ntr signal transduction system	Ninfa AJ, Jiang P	pmid	15802258	TITLE_MISMATCH	pubmed_15802258	Focusing on the experience of insomnia.	0.278	True
ecoli_nitrogen_assimilation	Signal transduction by the PII protein	Ninfa AJ, Atkinson MR	doi	10.1016/S0966-842X(00)01709-1	NOT_FOUND				
ecoli_nitrogen_assimilation	Signal transduction by the PII protein	Ninfa AJ, Atkinson MR	pmid	10754576	OK	pubmed_10754576	PII signal transduction proteins.	0.771	True
ecoli_nitrogen_assimilation	σ54-dependent transcription	Buck M, Gallegos MT, Studholme DJ, Guo Y, Gralla JD	doi	10.1128/JB.182.15.4129-4136.2000	NOT_FOUND				
ecoli_nitrogen_assimilation	σ54-dependent transcription	Buck M, Gallegos MT, Studholme DJ, Guo Y, Gralla JD	pmid	10894718	NO_ABSTRACT	pubmed_10894718	The bacterial enhancer-dependent sigma(54) (sigma(N)) transcription factor.	0.5	False
ecoli_nucleotide_biosynthesis	Nucleotide metabolism	Zalkin H, Dixon JE			NO_IDENTIFIERS				
ecoli_nucleotide_excision_repair	Nucleotide excision repair in E. coli	Truglio JJ, Croteau DL, Van Houten B, Kisker C	doi	10.1021/cr040471u	NO_ABSTRACT	pubmed_16464004	Prokaryotic nucleotide excision repair: the UvrABC system.	0.652	False
ecoli_nucleotide_excision_repair	Nucleotide excision repair in E. coli	Truglio JJ, Croteau DL, Van Houten B, Kisker C	pmid	16464004	NO_ABSTRACT	pubmed_16464004	Prokaryotic nucleotide excision repair: the UvrABC system.	0.652	False
ecoli_nucleotide_excision_repair	Structure of the UvrB-DNA complex	Truglio JJ, Karakas E, Rhau B, et al	doi	10.1038/nsmb1072	TITLE_MISMATCH	pubmed_16532007	Structural basis for DNA recognition and processing by UvrB.	0.37	True
ecoli_nucleotide_excision_repair	Structure of the UvrB-DNA complex	Truglio JJ, Karakas E, Rhau B, et al	pmid	16532007	TITLE_MISMATCH	pubmed_16532007	Structural basis for DNA recognition and processing by UvrB.	0.37	True
ecoli_nucleotide_excision_repair	The mechanism of Escherichia coli UvrABC endonuclease	Sancar A, Rupp WD	doi	10.1016/0092-8674(83)90354-9	TITLE_MISMATCH	pubmed_6380755	A novel repair enzyme: UVRABC excision nuclease of Escherichia coli cuts a DNA strand on both sides of the damaged region.	0.428	True
