doc_id	doi	pmid	discipline	glmp_relevant	sequence_logic_content	classify_reason	title
pubmed_35670202	10.1039/d2lc00242f	35670202	biology	true	false	biology_discipline	Automated sample-to-answer centrifugal microfluidic system for rapid molecular diagnostics of SARS-CoV-2.
pubmed_38008969	10.1080/01480545.2023.2285255	38008969	biology	true	false	biology_discipline	Insight into the mechanism and toxicology of nitrofurantoin: a metabolomics approach.
pubmed_32897640	10.1002/bmb.21446	32897640	biology	true	false	biology_discipline	An adaptable dry lab for SYBR based RT-qPCR primer design to reinforce concepts in molecular biology and nucleic acids.
pubmed_37424187	10.1002/ecy.4137	37424187	biology	true	false	biology_discipline	Joint species distribution models with imperfect detection for high-dimensional spatial data.
pubmed_41274469	10.1016/j.ijbiomac.2025.148902	41274469	biology	true	false	biology_discipline	Integrated transcriptomic and metabolomic analysis reveals the role of CsCLCN7 in regulating calcium-magnesium ratio hom
pubmed_38918455	10.1038/s41598-024-64899-4	38918455	biology	true	false	biology_discipline	Examination of internal metabolome and VOCs profile of brewery yeast and their mutants producing beer with improved arom
pubmed_41317981	10.1016/j.lfs.2025.124120	41317981	biology	true	false	biology_discipline	Ubiquitination of glucose and lipid metabolic proteins is altered in diabetic rat livers.
pubmed_41266538	10.1038/s41598-025-24805-y	41266538	biology	true	false	biology_discipline	Impact of bio-organic amendment supplemented with phosphate-solubilizing bacteria and arbuscular mycorrhizal fungi on su
pubmed_38246559	10.1016/j.anai.2024.01.013	38246559	biology	true	false	biology_discipline	Sticky penicillin allergy labels: Assessing rates of penicillin allergy relabeling after negative testing in children.
pubmed_33132183	10.1016/j.imlet.2020.10.007	33132183	biology	true	false	biology_discipline	Bcl2 like protine-12 (Bcl2L12) facilitates experimental airway allergic inflammation by inducing autocrine eotaxin in eo
pubmed_41369521	10.1099/ijsem.0.006994	41369521	biology	true	false	biology_discipline	<i>Nocardioides secundeburneus</i> sp. nov. and <i>Gordonia aurantiaca</i> sp. nov., isolated from soil.
pubmed_32696587	10.1002/jcla.23494	32696587	biology	true	false	biology_discipline	Genetic analysis of methicillin-susceptible Staphylococcus aureus clinical isolates: High prevalence of multidrug-resist
pubmed_36655715	10.1111/1462-2920.16049	36655715	biology	true	false	biology_discipline	Computational microbial evolution and ecology: An annotated selection of World Wide Web sites relevant to the topics in 
pubmed_39604572	10.1038/s41562-024-02046-9	39604572	biology	true	false	biology_discipline	Large language models surpass human experts in predicting neuroscience results.
pubmed_32800160	10.1016/j.jid.2020.03.956	32800160	biology	true	false	biology_discipline	ESDR around the Millennium Change.
pubmed_38146490	10.2147/dddt.s441302	38146490	biology	true	false	biology_discipline	Immunoinformatics Prediction and Protective Efficacy of Vaccine Candidate PiuA-PlyD4 Against Streptococcus Pneumoniae.
pubmed_40326573	10.1111/myc.70062	40326573	biology	true	false	biology_discipline	Genotypic Diversity and Molecular Basis of Fluconazole Resistance in Candida parapsilosis Clinical Isolates Collected Ov
pubmed_37800221		37800221	biology	true	false	biology_discipline	Is Edith Stein's model of the characteristics and behaviour of woman, consonant with woman's physiology and endocrinolog
pubmed_38336561	10.1016/j.vaccine.2024.01.087	38336561	biology	true	false	biology_discipline	Leveraging the immunoinformatics approach for designing the SARS-CoV-2 omicron-specific antigenic cassette of mRNA vacci
pubmed_39006747	10.3389/fcimb.2024.1424669	39006747	biology	true	false	biology_discipline	Metabolomic changes in <i>Cryptocaryon irritans</i> from <i>Larimichthys crocea</i> after exposure to copper plate.
pubmed_35654759	10.1002/eji.202270065	35654759	biology	true	false	biology_discipline	Current research and unmet needs in allergy and immunology in Germany: report presented by the DGfI and DGAKI task force
pubmed_39174575	10.1038/s41540-024-00420-x	39174575	biology	true	false	biology_discipline	Integrated-omics analysis with explainable deep networks on pathobiology of infant bronchiolitis.
pubmed_41134372	10.1007/s00203-025-04491-0	41134372	biology	true	false	biology_discipline	Integrated proteomics and in-silico analysis unveil the alpha-cypermethrin detoxification mechanism in Graesiella Emerso
pubmed_37975918	10.1007/s00292-023-01264-8	37975918	biology	true	false	biology_discipline	Testicular cancer: new developments, molecular pathology, and current research keynote.
pubmed_37439512	10.1002/cpz1.836	37439512	biology	true	false	biology_discipline	Theoretical Considerations for Optimizing the Use of Optogenetics with Complex Behavior.
pubmed_41257556	10.1186/s12864-025-12316-z	41257556	biology	true	false	biology_discipline	Integrating transcriptome and metabolome reveals sex-dependent meat quality regulation in Qiandongnan Xiaoxiang chickens
pubmed_41014678	10.1016/j.compbiomed.2025.111144	41014678	biology	true	false	biology_discipline	Immunoinformatics-driven construction of a next-generation epitope-based vaccine from conserved hypothetical proteins of
pubmed_35428674	10.1136/jclinpath-2022-208194	35428674	biology	true	false	biology_discipline	Improving care of melanoma patients through efficient, integrated cellular-molecular pathology workflows using tissue sa
pubmed_41136755	10.1007/s00284-025-04561-y	41136755	biology	true	false	biology_discipline	Bioactive Pigment Production by Stenotrophomonas rhizophila PB01: Partial Characterization and its Biological Applicatio
pubmed_41224669	10.1523/jneurosci.1365-25.2025	41224669	biology	true	false	biology_discipline	Development of Molecular Neuropathology in Down Syndrome across the Lifespan.
pubmed_41412651	10.1016/j.foodres.2025.117957	41412651	biology	true	false	biology_discipline	Targeted control of beef spoilage: Integrating slaughter-source tracking with packaging-temperature hurdles for precisio
pubmed_39859219	10.3390/ijms26020504	39859219	biology	true	false	biology_discipline	Molecular Epidemiology and In-Depth Characterization of <i>Klebsiella pneumoniae</i> Clinical Isolates from Armenia.
pubmed_38037432	10.1111/jnc.16022	38037432	biology	true	false	biology_discipline	Fundamental Neurochemistry Review: The role of enteroendocrine cells in visceral pain.
pubmed_41223785	10.1016/j.ebiom.2025.106019	41223785	biology	true	false	biology_discipline	A repository of the salivary metabolome and its key drivers in 1436 European children.
pubmed_40845529	10.1016/j.ijheh.2025.114652	40845529	biology	true	false	biology_discipline	Faecal exposure in cholera hotspots: Sanipath exposure assessment in informal settlements of Nairobi, Kenya.
pubmed_37584946	10.1021/acs.jproteome.3c00186	37584946	biology	true	false	biology_discipline	Phospho-Analyst: An Interactive, Easy-to-Use Web Platform To Analyze Quantitative Phosphoproteomics Data.
pubmed_41373410	10.3390/ijms262311249	41373410	biology	true	false	biology_discipline	Integrated Transcriptomic and Metabolomic Analysis Reveals Biochar-Induced Enhancement of Growth and Secondary Metabolis
pubmed_34254921	10.2174/1570159x19666210712153329	34254921	biology	true	false	biology_discipline	Exploring CNS Effects of American Traditional Medicines using Zebrafish Models.
pubmed_32994195	10.1136/bmjgast-2020-000517	32994195	biology	true	false	biology_discipline	Detection of advanced colorectal neoplasia and relative colonoscopy workloads using quantitative faecal immunochemical t
pubmed_33689687	10.1016/j.neuron.2021.02.019	33689687	biology	true	false	biology_discipline	Design of complex neuroscience experiments using mixed-integer linear programming.
pubmed_32868063	10.1016/j.jtcvs.2020.06.146	32868063	biology	true	false	biology_discipline	Are maladaptive brain changes the reason for burnout and medical error?
pubmed_41454508	10.33073/pjm-2025-041	41454508	biology	true	false	biology_discipline	A Rapid and Sensitive CRISPR-Cas12a for the Detection of <i>Legionella pneumophila</i>.
pubmed_38845677	10.3389/falgy.2024.1431413	38845677	biology	true	false	biology_discipline	Editorial: 2022 in review: allergen immunotherapy.
pubmed_41270462	10.1016/j.jdiacomp.2025.109202	41270462	biology	true	false	biology_discipline	Serum analysis of type 2 diabetes mellitus patients with low, moderate, and high risk of diabetic kidney disease using L
pubmed_37209837	10.1016/j.anai.2023.05.013	37209837	biology	true	false	biology_discipline	The emerging role of child life specialists in the pediatric food allergy clinic.
pubmed_40113358	10.1016/j.tine.2025.100250	40113358	biology	true	false	biology_discipline	Seen through teachers' eyes: Neuromyths and their application in Malaysian classrooms.
pubmed_41165349	10.1128/spectrum.03395-24	41165349	biology	true	false	biology_discipline	Unveiling the emergence of community-acquired methicillin-resistant <i>Staphylococcus aureus</i> (CA-MRSA) in Chinese ho
pubmed_35976329	10.1590/0004-282x-anp-2022-s139	35976329	biology	true	false	biology_discipline	Artificial intelligence and Big Data in neurology.
pubmed_38102731	10.1093/jb/mvad109	38102731	biology	true	false	biology_discipline	Exploring protein lipidation by mass spectrometry-based proteomics.
pubmed_40571255	10.1016/j.jhin.2025.06.004	40571255	biology	true	false	biology_discipline	Resolving a neonatal intensive care unit outbreak of meticillin-resistant Staphylococcus aureus to the single-nucleotide
pubmed_39236829	10.1016/j.scitotenv.2024.176026	39236829	biology	true	false	biology_discipline	Transcriptomic Point of Departure (tPOD) of androstenedione in zebrafish embryos as a potential surrogate for chronic en
pubmed_36971041	10.1002/jnr.25175	36971041	biology	true	false	biology_discipline	"The two voices," or more? Music and gender from myth and conquests to the neurosciences.
pubmed_40043695	10.1159/000545027	40043695	biology	true	false	biology_discipline	Predicting Cow's Milk Challenge Outcomes in Children: Multivariate Analysis of Clinical Predictors.
pubmed_39905904	10.1089/bfm.2024.0302	39905904	biology	true	false	biology_discipline	Effect of Feeding Human Milk on Development of the Infant Immune System and Allergic Outcomes-An Area of Research Challe
pubmed_36870040	10.1007/s12223-023-01042-2	36870040	biology	true	false	biology_discipline	Fluoroquinolone-resistance mechanisms and molecular epidemiology of ciprofloxacin-resistant Klebsiella pneumoniae isolat
pubmed_32512632	10.1111/cea.13677	32512632	biology	true	false	biology_discipline	Tabanidae insect (horsefly and deerfly) allergy in humans: A review of the literature.
pubmed_33920573	10.3390/genes12040588	33920573	biology	true	false	biology_discipline	Maternal Uniparental Disomy of Chromosome 20 (UPD(20)mat) as Differential Diagnosis of Silver Russell Syndrome: Identifi
pubmed_38770571	10.1021/acs.jproteome.3c00819	38770571	biology	true	false	biology_discipline	PIPI2: Sensitive Tag-Based Database Search to Identify Peptides with Multiple Post-translational Modifications.
pubmed_40765409	10.1111/cas.70166	40765409	biology	true	false	biology_discipline	Discovery-Replication Strategy Identifies Serum Metabolite Biomarkers for Colorectal Cancer in a Chinese Cohort.
pubmed_35993257	10.1177/10406387221117556	35993257	biology	true	false	biology_discipline	Molecular epidemiology of canine parvovirus 2 from 2014, 2019, and 2021 shows CPV2 circulating and CPV2c increasing in Y
pubmed_35931343	10.1016/j.jmoldx.2022.06.007	35931343	biology	true	false	biology_discipline	TPMT and NUDT15 Genotyping Recommendations: A Joint Consensus Recommendation of the Association for Molecular Pathology,
pubmed_39193838	10.1002/bmc.5998	39193838	biology	true	false	biology_discipline	Integrating untargeted and targeted LC-MS-based metabolomics to identify the serum metabolite biomarkers for tuberculosi
pubmed_39291396	10.1002/advs.202407132	39291396	biology	true	false	biology_discipline	TRIM56 Modulates YBX1 Degradation to Ameliorate ZBP1-Mediated Neuronal PANoptosis in Spinal Cord Injury.
pubmed_34687591	10.1111/1755-0998.13536	34687591	biology	true	false	biology_discipline	Quantification of marine benthic communities with metabarcoding.
pubmed_39565545	10.1007/s12020-024-04107-5	39565545	biology	true	false	biology_discipline	Glycomic profiling of parathyroid neoplasms via lectin microarray analysis.
pubmed_35288230	10.1016/j.jviromet.2022.114523	35288230	biology	true	false	biology_discipline	RPA-Cas12aDS: A visual and fast molecular diagnostics platform based on RPA-CRISPR-Cas12a method for infectious bursal d
pubmed_34043427	10.1091/mbc.e20-05-0340	34043427	biology	true	false	biology_discipline	Catalysts for change: the cellular neurobiology of psychedelics.
pubmed_34243641	10.1016/j.wneu.2021.03.099	34243641	biology	true	false	biology_discipline	Letter to the Editor Regarding "Neuroanatomy Teaching in Australian and New Zealand Medical Schools".
pubmed_41266424	10.1038/s41467-025-66437-w	41266424	biology	true	false	biology_discipline	Mycobacterium tuberculosis overcomes phosphate starvation by extensively remodelling its lipidome with phosphorus-free l
pubmed_39435186	10.3389/fcimb.2024.1455145	39435186	biology	true	false	biology_discipline	Antifungal susceptibility, molecular epidemiology, and clinical risk factors of <i>Candida glabrata</i> in intensive car
pubmed_40122391	10.1016/j.neures.2025.03.002	40122391	biology	true	false	biology_discipline	The parental brain: Anatomization of 75 years of neuroscience 1951-2024.
pubmed_32286229	10.7554/elife.53350	32286229	biology	true	false	biology_discipline	The natverse, a versatile toolbox for combining and analysing neuroanatomical data.
pubmed_36075173	10.1016/j.foodchem.2022.134057	36075173	biology	true	false	biology_discipline	Metabolomics reveals the effect of hypobaric treatment on energy metabolism in vibration-injured 'Huangguan' pears.
pubmed_41264887	10.1021/acs.jproteome.5c00514	41264887	biology	true	false	biology_discipline	Targeted Metabolomic Methods for <sup>13</sup>C Stable Isotope Labeling with Uniformly Labeled Glucose and Glutamine Usi
pubmed_41315008	10.1093/gbe/evaf229	41315008	biology	true	false	biology_discipline	Not Just Ne  Ne-More: New Applications for SMC from Ecology to Phylogenies.
pubmed_38192598	10.7717/peerj.16505	38192598	biology	true	false	biology_discipline	phytools 2.0: an updated R ecosystem for phylogenetic comparative methods (and other things).
pubmed_38294906	10.1016/j.celrep.2024.113706	38294906	biology	true	false	biology_discipline	Systems immunology of transcriptional responses to viral infection identifies conserved antiviral pathways across macaqu
pubmed_32068593	10.1097/mop.0000000000000879	32068593	biology	true	false	biology_discipline	Update on penicillin allergy delabeling.
pubmed_39519016	10.3390/ijms252111463	39519016	biology	true	false	biology_discipline	Microbial Dynamics and Pathogen Control During Fermentation of Distiller Grains: Effects of Fermentation Time on Feed Sa
pubmed_40163266	10.1007/s11427-024-2861-9	40163266	biology	true	false	biology_discipline	Molecular genetics of congenital heart disease.
pubmed_38762056	10.1016/j.anai.2024.05.008	38762056	biology	true	false	biology_discipline	Prevalence and clinical presentation of food protein-induced enterocolitis syndrome in an adult allergy/immunology clini
pubmed_33144645	10.1038/s41598-020-75998-3	33144645	biology	true	false	biology_discipline	Transcriptomic profiling of feline teeth highlights the role of matrix metalloproteinase 9 (MMP9) in tooth resorption.
pubmed_40704503	10.1111/nph.70340	40704503	biology	true	false	biology_discipline	Selection strengthens the relationship between plant diversity and the metabolic profile of Plantago lanceolata.
pubmed_33966869	10.1016/j.jaip.2021.03.003	33966869	biology	true	false	biology_discipline	Allergen Immunotherapy: A Long Way Gone and a Long Way to Go.
pubmed_34910778	10.1371/journal.pone.0261435	34910778	biology	true	false	biology_discipline	Divergent evolution of Corynebacterium diphtheriae in India: An update from National Diphtheria Surveillance network.
pubmed_37952623	10.1098/rstb.2022.0257	37952623	biology	true	false	biology_discipline	Our fragile future under the cumulative cultural evolution of two technologies.
pubmed_31965613	10.1111/1348-0421.12776	31965613	biology	true	false	biology_discipline	Molecular epidemiology of clinically high-risk Pseudomonas aeruginosa strains: Practical overview.
pubmed_34610159	10.1111/all.15125	34610159	biology	true	false	biology_discipline	Legends of allergy and immunology: Giorgio Walter Canonica-Physician, scientist, and visionary leader.
pubmed_38750788	10.1016/j.neuropsychologia.2024.108903	38750788	biology	true	false	biology_discipline	Overcoming boundaries: Interdisciplinary challenges and opportunities in cognitive neuroscience.
pubmed_37943904	10.1126/science.adk8629	37943904	biology	true	false	biology_discipline	How do our environments affect our minds?
pubmed_41317724	10.1016/j.ecoenv.2025.119490	41317724	biology	true	false	biology_discipline	Synergistic improvement of soil health and rice safety: A novel pathway for cadmium(II) remediation using co-pyrolyzed b
pubmed_34930955	10.1038/s41598-021-03626-9	34930955	biology	true	false	biology_discipline	GuPPy, a Python toolbox for the analysis of fiber photometry data.
pubmed_40631400	10.1242/dev.205061	40631400	biology	true	false	biology_discipline	The people behind the papers - Bettina Wilm and Suad Alsukari.
pubmed_40311815	10.1016/j.jaci.2025.03.032	40311815	biology	true	true	biology_discipline	Fine resolution of the N-terminal IgE-binding epitope of Ara h 2: Discovery of variants with enhanced IgE binding.
pubmed_37106262	10.1007/s40596-023-01776-8	37106262	biology	true	false	biology_discipline	Clinical Neuroscience Continuing Education for Psychiatrists.
pubmed_37515831	10.1016/j.cortex.2023.06.006	37515831	biology	true	false	biology_discipline	The neuropsychology and neuroanatomy of reduplicative paramnesia.
pubmed_33561123	10.1371/journal.pntd.0008513	33561123	biology	true	false	biology_discipline	Establishment of an in vitro culture system to study the developmental biology of Onchocerca volvulus with implications 
pubmed_35064596	10.1002/gcc.23025	35064596	biology	true	false	biology_discipline	Advances in sarcoma molecular diagnostics.
pubmed_36583721	10.1002/ca.23995	36583721	biology	true	false	biology_discipline	A scoping review on the trends of digital anatomy education.
pubmed_41253209	10.1016/j.pneurobio.2025.102855	41253209	biology	true	false	biology_discipline	The neurobiology of major depressive disorder: Updates and perspectives from proteomics.
pubmed_34051223	10.1016/j.jaci.2021.05.015	34051223	biology	true	false	biology_discipline	Oral anaphylaxis to peanut in a mouse model is associated with gut permeability but not with Tlr4 or Dock8 mutations.
pubmed_34798276	10.1016/j.anai.2021.11.008	34798276	biology	true	false	biology_discipline	Recurrent anaphylaxis owing to chronic cholecystitis.
pubmed_34356002	10.1099/jgv.0.001633	34356002	biology	true	false	biology_discipline	ICTV Virus Taxonomy Profile: <i>Marnaviridae</i> 2021.
pubmed_40996249	10.1128/spectrum.00263-25	40996249	biology	true	false	biology_discipline	Comparative analysis of rhizosphere microbiomes of cultivated and wild rice under contrasting field water regimes.
pubmed_32217188	10.1016/j.anai.2020.03.013	32217188	biology	true	false	biology_discipline	Preoperative penicillin allergy testing in patients undergoing cardiac surgery.
pubmed_34119342	10.1016/j.scitotenv.2021.148201	34119342	biology	true	false	biology_discipline	Response to comments by Hu and Ho (2021) to "From taxonomy to ecology: Entomologists are essential in environmental scie
pubmed_40893144	10.3389/ebm.2025.10655	40893144	biology	true	false	biology_discipline	Proximity to a hazardous waste thermal treatment facility alters human physiology: a community-driven pilot study.
pubmed_38844714	10.1007/7854_2024_475	38844714	biology	true	false	biology_discipline	Racial, Ethnic, and Geographic Diversity in Population Neuroscience.
pubmed_35841260	10.1111/epi.17368	35841260	biology	true	false	biology_discipline	Wearable OPM-MEG: A changing landscape for epilepsy.
pubmed_33596239	10.1371/journal.pone.0247115	33596239	biology	true	false	biology_discipline	High throughput detection and genetic epidemiology of SARS-CoV-2 using COVIDSeq next-generation sequencing.
pubmed_40511623	10.1242/dev.204949	40511623	biology	true	false	biology_discipline	Transitions in development - an interview with Jan Żylicz.
pubmed_32129742	10.1051/medsci/2020003	32129742	biology	true	false	biology_discipline	[What do primates think about when foraging? A comparative approach at the interface between neurosciences and behaviour
pubmed_41352005	10.1016/j.biopha.2025.118853	41352005	biology	true	false	biology_discipline	Metabolic profiles of the human blood-brain barrier cells treated by TNF-alpha and oxysterols.
pubmed_33323089	10.1098/rspb.2020.2577	33323089	biology	true	false	biology_discipline	Multidimensional plasticity in the Glanville fritillary butterfly: larval performance is temperature, host and family sp
pubmed_33811793	10.1111/cea.13877	33811793	biology	true	false	biology_discipline	Hexamerin-like protein 2, a cricket allergen involved in occupational and food allergy.
pubmed_32880997	10.1111/all.14580	32880997	biology	true	false	biology_discipline	Diagnosing, managing and preventing anaphylaxis: Systematic review.
pubmed_34669142	10.1007/s10875-021-01150-z	34669142	biology	true	false	biology_discipline	COVID-19 in CVID: a Case Series of 17 Patients.
pubmed_38025341	10.5339/qmj.2023.sqac.1	38025341	biology	true	false	biology_discipline	The Second Qatar Allergy and Immunology Conference: An Editorial.
pubmed_41288369	10.1128/msphere.00654-25	41288369	biology	true	false	biology_discipline	Perspectives on the future of the profession of microbiology.
pubmed_41344758	10.1016/j.fm.2025.104955	41344758	biology	true	false	biology_discipline	Microbial-mycotoxin interactions in food: A review of ecotoxicological implications and omics approaches for understandi
pubmed_40425969	10.1007/s10142-025-01621-1	40425969	biology	true	false	biology_discipline	Zebrafish metabolomics: a comprehensive approach to understanding health and disease.
pubmed_38902619	10.1186/s12866-024-03302-8	38902619	biology	true	false	biology_discipline	Vibrio cholerae O1 and Escherichia coli O157:H7 from drinking water and wastewater in Addis Ababa, Ethiopia.
pubmed_34750517	10.1038/s41388-021-02090-z	34750517	biology	true	false	biology_discipline	Cancer biology and molecular genetics of A<sub>3</sub> adenosine receptor.
pubmed_39393524	10.1016/j.jaip.2024.09.036	39393524	biology	true	false	biology_discipline	Food Allergy, Nutrition, Psychology, and Health.
pubmed_32507229	10.1016/j.jaci.2020.04.024	32507229	biology	true	false	biology_discipline	Environmental factors in epithelial barrier dysfunction.
pubmed_36611022	10.1093/evolut/qpac053	36611022	biology	true	false	biology_discipline	Body size as a magic trait in two plant-feeding insect species.
pubmed_41469120	10.21873/anticanres.17925	41469120	biology	true	false	biology_discipline	Paucimannosylation Is a Prognostic Marker in High-grade Serous Ovarian Cancer.
pubmed_40176614	10.53738/revmed.2025.21.912.660	40176614	biology	true	false	biology_discipline	[Multiple hypersensitivity versus multiple intolerance to drugs].
pubmed_34709734	10.1002/cncy.22524	34709734	biology	true	false	biology_discipline	A frameshift error affecting multiple cytology cell blocks: Lessons from a near-miss event.
pubmed_32531483	10.1016/j.jaip.2020.05.049	32531483	biology	true	false	biology_discipline	The Role of Bone Marrow Evaluation in Clinical Allergy and Immunology Practice: When and Why.
pubmed_33221591	10.1016/j.conb.2020.09.011	33221591	biology	true	false	biology_discipline	Whole-brain interactions underlying zebrafish behavior.
pubmed_36371062	10.1016/j.jaip.2022.10.038	36371062	biology	true	false	biology_discipline	Food Allergy and Eosinophilic Gastrointestinal Diseases-The Next 10 Years.
pubmed_33410934	10.1007/s00248-020-01647-x	33410934	biology	true	false	biology_discipline	First Genome of Labyrinthula sp., an Opportunistic Seagrass Pathogen, Reveals Novel Insight into Marine Protist Phylogen
pubmed_39705672	10.1139/cjm-2024-0174	39705672	biology	true	false	biology_discipline	Tolerance mechanisms and molecular epidemiology of reduced susceptibility to chlorhexidine digluconate in different spec
pubmed_34613526	10.1007/s10143-021-01579-1	34613526	biology	true	false	biology_discipline	Citation analysis of the most influential ependymoma research articles illustrates improved knowledge of the molecular b
pubmed_40165412	10.1111/cea.70049	40165412	biology	true	false	biology_discipline	Evaluation of Skin Prick Tests Using Photoplethysmography Imaging.
pubmed_40684880	10.1016/j.ijmmb.2025.100939	40684880	biology	true	false	biology_discipline	"Genetic diversity of Mycobacterium tuberculosis complex in treatment naive sputum smear positive patients as revealed b
pubmed_36182401	10.1063/5.0118034	36182401	biology	true	false	biology_discipline	Taming non-stationary chimera states in locally coupled oscillators.
pubmed_39550334	10.1016/j.tplants.2024.10.011	39550334	biology	true	false	biology_discipline	Ecological intensification index: reducing global footprint of agriculture.
pubmed_39341181	10.1016/j.plaphy.2024.109134	39341181	biology	true	false	biology_discipline	Acetylation participation in theanine biosynthesis: Insights from transcriptomics, proteomics, and acetylomics.
pubmed_36473325	10.1016/j.mycmed.2022.101354	36473325	biology	true	false	biology_discipline	High diversity of yeast species and strains responsible for vulvovaginal candidiasis in South-East Gabon.
pubmed_37260373	10.1021/acs.est.2c09737	37260373	biology	true	false	biology_discipline	Interaction between Phthalate Ester and Rice Plants: Novel Transformation Pathways and Metabolic-Network Perturbations.
pubmed_38009407	10.1111/mpp.13406	38009407	biology	true	false	biology_discipline	A rapid molecular diagnostic tool to discriminate alleles of avirulence genes and haplotypes of Phytophthora sojae using
pubmed_38316185	10.1016/j.jaip.2024.01.041	38316185	biology	true	false	biology_discipline	The sensitivity of food allergy skin testing soon after food-induced anaphylaxis.
pubmed_41319168	10.1002/cam4.71387	41319168	biology	true	false	biology_discipline	Molecular Resonance Quantification and Label-Free Interactome Characterization of Total Proteome of Tumor Specimens Deci
pubmed_40906669	10.1371/journal.pone.0327301	40906669	biology	true	false	biology_discipline	Choreographing rhizosphere effect with agricultural practices for agroecology?
pubmed_35959374	10.3389/fcimb.2022.940602	35959374	biology	true	false	biology_discipline	<i>Streptococcus Mutans</i> Membrane Vesicles Enhance <i>Candida albicans</i> Pathogenicity and Carbohydrate Metabolism.
pubmed_36001546	10.1371/journal.pone.0272161	36001546	biology	true	false	biology_discipline	Global assessment of storm disaster-prone areas.
pubmed_41151466	10.1016/j.ijfoodmicro.2025.111499	41151466	biology	true	false	biology_discipline	Occurrence of Enterobacterales producing extended-spectrum β-lactamases in organic and conventional food collected in Fr
pubmed_41011736	10.3390/pathogens14090836	41011736	biology	true	false	biology_discipline	Characterization of a New HIV-1 Second-Generation Circulating Recombinant Form CRF173_63A6 in the Jewish Autonomous Regi
pubmed_38815998	10.1111/imcb.12788	38815998	biology	true	false	biology_discipline	Designing interview questions to find the right candidate.
pubmed_40923417	10.15586/aei.v53i5.1354	40923417	biology	true	false	biology_discipline	Ragweed (Ambrosia artemisiifolia) is the most important seasonal allergen in the Black Sea Region.
pubmed_32209672	10.1073/pnas.1915088117	32209672	biology	true	false	biology_discipline	Scale-invariant topology and bursty branching of evolutionary trees emerge from niche construction.
pubmed_39794375	10.1038/s41598-024-84763-9	39794375	biology	true	false	biology_discipline	Metabolic and transcriptional analysis of tuber expansion in Curcuma kwangsiensis.
pubmed_40141027	10.3390/ijms26062383	40141027	biology	true	false	biology_discipline	Hypertrophic Cardiomyopathy-Associated CRYAB<sup>R123W</sup> Activates Calcineurin, Reduces Calcium Sequestration, and A
pubmed_37000715	10.1016/s2213-2600(23)00037-1	37000715	biology	true	false	biology_discipline	Vaccine anaphylaxis and Canadian public health policy.
pubmed_41271341	10.1016/j.foodres.2025.117729	41271341	biology	true	false	biology_discipline	Mechanistic insights into strain-specific lactiplantibacillus-yeast interactions in a wheat-based system: Acidification 
pubmed_37075828	10.1016/j.jtbi.2023.111494	37075828	biology	true	false	biology_discipline	Evading tipping points in socio-mutualistic networks via structure mediated optimal strategy.
pubmed_40102125	10.1016/j.tibs.2025.02.003	40102125	biology	true	false	biology_discipline	Assembling the jigsaw puzzle of life.
pubmed_39720816	10.31486/toj.24.0085	39720816	biology	true	false	biology_discipline	A Model for Consolidating High-Risk Allergy Procedures in Clinic.
pubmed_34452367	10.3390/v13081502	34452367	biology	true	false	biology_discipline	BK Polyomavirus-Biology, Genomic Variation and Diagnosis.
pubmed_36650168	10.1038/s41598-023-27421-w	36650168	biology	true	false	biology_discipline	Eco-evolutionary modelling of microbial syntrophy indicates the robustness of cross-feeding over cross-facilitation.
pubmed_41236679	10.1111/tpj.70572	41236679	biology	true	false	biology_discipline	Harnessing fern stress adaptations: From evolution and ecophysiology to molecular biology.
pubmed_38950738	10.1016/j.toxicon.2024.107841	38950738	biology	true	false	biology_discipline	Exploring snake venoms beyond the primary sequence: From proteoforms to protein-protein interactions.
pubmed_37500498	10.1136/jcp-2023-209012	37500498	biology	true	false	biology_discipline	Co-occurring IPMN and pancreatic cancer: the same or different? An overview from histology to molecular pathology.
pubmed_40737550	10.5935/1518-0557.20250019	40737550	biology	true	false	biology_discipline	Use of time-lapse technology and artificial intelligence in the embryology laboratory: an updated review.
pubmed_38104599	10.1098/rstb.2022.0410	38104599	biology	true	false	biology_discipline	Aesthetics and predictive processing: grounds and prospects of a fruitful encounter.
pubmed_39551440	10.1016/j.jaci.2024.11.011	39551440	biology	true	false	biology_discipline	Anti-IgE therapy in chronic rhinosinusitis with nasal polyps.
pubmed_38945615	10.1016/j.foodres.2024.114601	38945615	biology	true	false	biology_discipline	Dietary intake of a MFGM/EV-rich concentrate promotes accretion of very long odd-chain sphingolipids and increases lipid
pubmed_36264770	10.1021/acs.jproteome.2c00348	36264770	biology	true	false	biology_discipline	Integrated Metabolomics and Lipidomics Approach for the Study of Metabolic Network and Early Diagnosis in Cerebral Infar
pubmed_33431591	10.1242/dev.188474	33431591	biology	true	false	biology_discipline	What machine learning can do for developmental biology.
pubmed_33679719	10.3389/fimmu.2020.625753	33679719	biology	true	false	biology_discipline	Primary Immunodeficiencies: A Decade of Progress and a Promising Future.
pubmed_34383821	10.1371/journal.pone.0256050	34383821	biology	true	false	biology_discipline	Marine predators algorithm for solving single-objective optimal power flow.
pubmed_38898328	10.1007/s40572-024-00451-w	38898328	biology	true	false	biology_discipline	Metabolic Perturbations Associated with both PFAS Exposure and Perinatal/Antenatal Depression in Pregnant Individuals: A
